id,x,y
000a22a6-341f-4678-a98c-8f48b3df4fe1,0.7512939279626243,0.8572737266269398
004821e3-eabc-4ba6-833b-3310f9e3c342,0.042943267340745245,0.04718158709223963
00c7234e-bc2b-400c-9257-e4c61c31eecd,0.5087099225465838,0.888560520124019
013c0cb7-fbae-4be9-a537-d34181af4f01,0.06021054311189262,0.21891203946411458
0156c0db-a1aa-4d48-8b4f-3783ded84980,0.051915930561477405,0.0012558657720821232
0160f3f2-b5ec-44dc-9b7c-d2d2d89cf41a,0.9063875562463454,0.10851074554334271
019eac71-98db-4b42-8c65-c73ebcc20aee,0.08307749871988436,0.2454150829060172
01cb17ff-c1db-49c0-a117-f5fbb55cd429,0.37678344674464864,0.9393380801413767
0221d99a-b294-4b43-a6e1-0b89fa3045a7,0.38372397131437247,0.7779984922275611
023203ef-9d86-4a35-9994-5ae485b7643e,0.040026342345324824,0.025386395381246957
024377bf-6b3b-49f9-8c4a-70a958b7d063,0.24271000236695026,0.6191618750718303
02567592-93bf-43c1-94e0-4535155c588f,0.12580732703613412,0.011449176847961654
025f1165-34cb-41b7-8015-0a5731552d09,0.3538026861595151,0.08311037374802949
026dfdd5-1580-4cc9-acec-8a8fbc934a1b,0.34526026572067253,0.5109294793547792
027553f5-aa8f-4963-9f62-8de3b2319a66,0.09348200126022488,0.37998035756610465
027d74c5-8f6e-43d5-9311-7e87450bdf75,0.9425201945551565,0.753157132369956
027f4a1e-7d01-4d7f-9c4a-ac79b3bc8f36,0.6143697746306906,0.6958497930730536
02bcaea0-1e47-40d1-8520-6b77642d2218,0.33852222543717697,0.7278804064588681
030bf99a-63b4-4f91-942a-2220030afbca,0.5848386927222792,0.16058263400595574
030dea7c-4292-4ba3-b0d7-b028e4bc227b,0.08094881096455303,0.025124524216525917
031a2c29-cd9f-4154-b17e-0b1bc0edf0ca,0.26722051527955765,0.034659330465202434
0344b73f-de5f-4647-a6b7-6870049dce7d,0.6393502304417695,0.9423241400488169
